SMILES,FORMULA,DRUGBANK_ID,GENERIC_NAME
[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@]2(NC(=O)CSCC#N)OC)C(O)=O,C15H17N7O5S3,DB00274,Cefmetazole
CCCC1=NC(=C(N1CC1=CC=C(C=C1)C1=C(C=CC=C1)C1=NN=NN1)C(O)=O)C(C)(C)O,C24H26N6O3,DB00275,Olmesartan
COC1=C(NC2=C3C=CC=CC3=NC3=CC=CC=C23)C=CC(NS(C)(=O)=O)=C1,C21H19N3O3S,DB00276,Amsacrine
CN1C2=C(NC=N2)C(=O)N(C)C1=O,C7H8N4O2,DB00277,Theophylline
C[C@@H]1CCN([C@H](C1)C(O)=O)C(=O)[C@H](CCCNC(N)=N)NS(=O)(=O)C1=CC=CC2=C1NCC(C)C2,C23H36N6O5S,DB00278,Argatroban
N[C@@H](CC1=CC(I)=C(OC2=CC(I)=C(O)C=C2)C(I)=C1)C(O)=O,C15H12I3NO4,DB00279,Liothyronine
CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=NC=CC=C1)C(C)C,C21H29N3O,DB00280,Disopyramide
CCN(CC)CC(=O)NC1=C(C)C=CC=C1C,C14H22N2O,DB00281,Lidocaine
NCCC(O)(P(O)(O)=O)P(O)(O)=O,C3H11NO7P2,DB00282,Pamidronic acid
CN1CCC[C@@H]1CCO[C@](C)(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,C21H26ClNO,DB00283,Clemastine
[H]C(=O)[C@H](O)[C@@H](O)[C@]([H])(O[C@@]1([H])O[C@H](CO)[C@@]([H])(O[C@H]2O[C@H](C)[C@@H](N[C@@]3([H])C=C(CO)[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O)[C@H](O)CO,C25H43NO18,DB00284,Acarbose
COC1=CC=C(C=C1)C(CN(C)C)C1(O)CCCCC1,C17H27NO2,DB00285,Venlafaxine
CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)COC1=CC=CC(=C1)C(F)(F)F,C26H35F3O6,DB00287,Travoprost
[H][C@@]12C[C@H]3OC4(CCCC4)O[C@@]3(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,C28H35FO7,DB00288,Amcinonide
CNCC[C@@H](OC1=CC=CC=C1C)C1=CC=CC=C1,C17H21NO,DB00289,Atomoxetine
[H][C@](C)(NC(=O)[C@@]([H])(NC(=O)C1=NC(=NC(N)=C1C)[C@H](CC(N)=O)NC[C@H](N)C(N)=O)[C@@]([H])(OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(OC(N)=O)C1O)C1=CNC=N1)[C@@H](O)[C@H](C)C(=O)N[C@]([H])(C(=O)NCCC1=NC(=CS1)C1=NC(=CS1)C(=O)NCCC[S+](C)C)[C@@]([H])(C)O,C55H84N17O21S3,DB00290,Bleomycin
OC(=O)CCCC1=CC=C(C=C1)N(CCCl)CCCl,C14H19Cl2NO2,DB00291,Chlorambucil
CCOC(=O)C1=CN=CN1[C@H](C)C1=CC=CC=C1,C14H16N2O2,DB00292,Etomidate
CN(CC1=CC2=C(NC(C)=NC2=O)C=C1)C1=CC=C(S1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,C21H22N4O6S,DB00293,Raltitrexed
[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],C22H28O2,DB00294,Etonogestrel
[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])C=C[C@@H]2O,C17H19NO3,DB00295,Morphine
CCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C,C17H26N2O,DB00296,Ropivacaine
CCCCN1CCCCC1C(=O)NC1=C(C)C=CC=C1C,C18H28N2O,DB00297,Bupivacaine
CC1=CC=CC=C1N1CCN(CCC2=NN=C3CCCCN23)CC1,C19H27N5,DB00298,Dapiprazole
NC1=NC(=O)C2=C(N1)N(CCC(CO)CO)C=N2,C10H15N5O3,DB00299,Penciclovir
[H][C@@](C)(CN1C=NC2=C(N)N=CN=C12)OCP(=O)(OCOC(=O)OC(C)C)OCOC(=O)OC(C)C,C19H30N5O10P,DB00300,Tenofovir disoproxil
[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)C1=C(C)ON=C1C1=C(Cl)C=CC=C1F)C(O)=O,C19H17ClFN3O5S,DB00301,Flucloxacillin
NC[C@H]1CC[C@@H](CC1)C(O)=O,C8H15NO2,DB00302,Tranexamic acid
[H][C@]12[C@@H](C)C(S[C@]3([H])CN[C@@]([H])(C3)C(=O)NC3=CC=CC(=C3)C(O)=O)=C(N1C(=O)[C@]2([H])[C@@H](C)O)C(O)=O,C22H25N3O7S,DB00303,Ertapenem
[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC(=C)[C@]1([H])[C@@]3([H])CCCC=C3CC[C@@]21[H],C22H30O,DB00304,Desogestrel
[H][C@]12CN3C4=C([C@@H](COC(N)=O)[C@@]3(OC)[C@@]1([H])N2)C(=O)C(N)=C(C)C4=O,C15H18N4O5,DB00305,Mitomycin
CCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,C11H16N2O3,DB00306,Talbutal
CC1=CC2=C(C=C1C(=C)C1=CC=C(C=C1)C(O)=O)C(C)(C)CCC2(C)C,C24H28O2,DB00307,Bexarotene
CCCCCCCN(CC)CCCC(O)C1=CC=C(NS(C)(=O)=O)C=C1,C20H36N2O3S,DB00308,Ibutilide
[H][C@@]12N3CC[C@@]11C4=CC(=C(OC)C=C4N(C)[C@@]1([H])[C@](O)([C@H](O)[C@]2(CC)C=CC3)C(N)=O)[C@]1(C[C@@]2([H])CN(C[C@](O)(CC)C2)CCC2=C1NC1=C2C=CC=C1)C(=O)OC,C43H55N5O7,DB00309,Vindesine
NS(=O)(=O)C1=C(Cl)C=CC(=C1)C1(O)NC(=O)C2=CC=CC=C12,C14H11ClN2O4S,DB00310,Chlorthalidone
CCOC1=CC2=C(C=C1)N=C(S2)S(N)(=O)=O,C9H10N2O3S2,DB00311,Ethoxzolamide
CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,C11H18N2O3,DB00312,Pentobarbital
CCCC(CCC)C(O)=O,C8H16O2,DB00313,Valproic acid
[H][C@@]1(CCN=C(N)N1)[C@]1([H])NC(=O)\C(NC(=O)[C@H](CNC(=O)C[C@@H](N)CCCN)NC(=O)[C@H](C)NC(=O)[C@@H](N)CNC1=O)=C/NC(N)=O.[H][C@@]1(CCN=C(N)N1)[C@]1([H])NC(=O)\C(NC(=O)[C@H](CNC(=O)C[C@@H](N)CCCN)NC(=O)[C@H](CO)NC(=O)[C@@H](N)CNC1=O)=C/NC(N)=O,C50H88N28O15,DB00314,Capreomycin
CN(C)CCC1=CNC2=CC=C(C[C@H]3COC(=O)N3)C=C12,C16H21N3O2,DB00315,Zolmitriptan
CC(=O)NC1=CC=C(O)C=C1,C8H9NO2,DB00316,Acetaminophen
COC1=C(OCCCN2CCOCC2)C=C2C(NC3=CC(Cl)=C(F)C=C3)=NC=NC2=C1,C22H24ClFN4O3,DB00317,Gefitinib
[H][C@]12C=C[C@H](O)[C@@H]3OC4=C5C(C[C@H]1N(C)CC[C@@]235)=CC=C4OC,C18H21NO3,DB00318,Codeine
[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](NC(=O)N1CCN(CC)C(=O)C1=O)C1=CC=CC=C1)C(O)=O,C23H27N5O7S,DB00319,Piperacillin
[H][C@@]12CCCN1C(=O)[C@H](CC1=CC=CC=C1)N1C(=O)[C@](C)(NC(=O)[C@H]3CN(C)[C@]4([H])CC5=CNC6=CC=CC(=C56)[C@@]4([H])C3)O[C@@]21O,C33H37N5O5,DB00320,Dihydroergotamine
CN(C)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,C20H23N,DB00321,Amitriptyline
OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(F)C(=O)NC1=O,C9H11FN2O5,DB00322,Floxuridine
CC1=CC=C(C=C1)C(=O)C1=CC(=C(O)C(O)=C1)[N+]([O-])=O,C14H11NO5,DB00323,Tolcapone
[H][C@@]12CC[C@](O)(C(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](C)C2=CC(=O)C=C[C@]12C,C22H29FO4,DB00324,Fluorometholone
O=N[Fe--](C#N)(C#N)(C#N)(C#N)C#N,C5FeN6O,DB00325,Nitroprusside
[Ca++].OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)C([O-])=O.OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)C([O-])=O,C14H26CaO16,DB00326,Calcium glucoheptonate
[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(C)[C@]([H])(C4)[C@]1([H])CCC2=O,C17H19NO3,DB00327,Hydromorphone
COC1=CC2=C(C=C1)N(C(=O)C1=CC=C(Cl)C=C1)C(C)=C2CC(O)=O,C19H16ClNO4,DB00328,Indomethacin
CC[C@@H](CO)NCCN[C@@H](CC)CO,C10H24N2O2,DB00330,Ethambutol
CN(C)C(=N)NC(N)=N,C4H11N5,DB00331,Metformin
[H][C@]12CC[C@]([H])(C[C@@H](C1)OC(=O)C(CO)C1=CC=CC=C1)[N+]2(C)C(C)C,C20H30NO3,DB00332,Ipratropium
CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C1=CC=CC=C1,C21H27NO,DB00333,Methadone
CN1CCN(CC1)C1=NC2=CC=CC=C2NC2=C1C=C(C)S2,C17H20N4S,DB00334,Olanzapine
CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1,C14H22N2O3,DB00335,Atenolol
NC(=O)N\N=C\C1=CC=C(O1)[N+]([O-])=O,C6H6N4O4,DB00336,Nitrofural
[H][C@]1(CC[C@H](Cl)[C@@H](C1)OC)\C=C(/C)[C@@]1([H])OC(=O)[C@]2([H])CCCCN2C(=O)C(=O)[C@]2(O)O[C@@]([H])([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC)C(=O)C[C@H](O)[C@H]1C)OC,C43H68ClNO11,DB00337,Pimecrolimus
COC1=CC2=C(C=C1)N=C(N2)S(=O)CC1=NC=C(C)C(OC)=C1C,C17H19N3O3S,DB00338,Omeprazole
NC(=O)C1=NC=CN=C1,C5H5N3O,DB00339,Pyrazinamide
CN1CCCC(CC2C3=CC=CC=C3SC3=CC=CC=C23)C1,C20H23NS,DB00340,Metixene
OC(=O)COCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1,C21H25ClN2O3,DB00341,Cetirizine
CC(C)(C)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,C32H41NO2,DB00342,Terfenadine
COC1=CC=C(C=C1)[C@@H]1SC2=C(C=CC=C2)N(CCN(C)C)C(=O)[C@@H]1OC(C)=O,C22H26N2O4S,DB00343,Diltiazem
CNCCCC1C2=CC=CC=C2C=CC2=CC=CC=C12,C19H21N,DB00344,Protriptyline
NC1=CC=C(C=C1)C(=O)NCC(O)=O,C9H10N2O3,DB00345,Aminohippuric acid
COC1=CC2=C(C=C1OC)C(N)=NC(=N2)N(C)CCCNC(=O)C1CCCO1,C19H27N5O4,DB00346,Alfuzosin
CN1C(=O)OC(C)(C)C1=O,C6H9NO3,DB00347,Trimethadione
[O-][N+](=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C1C(=O)CCCC1=O,C14H10F3NO5,DB00348,Nitisinone
CN1C2=C(C=C(Cl)C=C2)N(C2=CC=CC=C2)C(=O)CC1=O,C16H13ClN2O2,DB00349,Clobazam
NC1=CC(=NC(N)=[N+]1[O-])N1CCCCC1,C9H15N5O,DB00350,Minoxidil
[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])C=C(C)C2=CC(=O)CC[C@]12C,C24H32O4,DB00351,Megestrol acetate
NC1=NC(=S)C2=C(N1)N=CN2,C5H5N5S,DB00352,Tioguanine
[H][C@@]12CC3=CNC4=CC=CC(=C34)C1=C[C@H](CN2C)C(=O)N[C@@H](CC)CO,C20H25N3O2,DB00353,Methylergometrine
CC(C)(C)C1=CC=C(CN2CCN(CC2)C(C2=CC=CC=C2)C2=CC=C(Cl)C=C2)C=C1,C28H33ClN2,DB00354,Buclizine
C[C@H]1[C@H](NC(=O)C(=N/OC(C)(C)C(=O)O)\C2=CSC([NH3+])=N2)C(=O)N1S([O-])(=O)=O,C13H17N5O8S2,DB00355,Aztreonam
ClC1=CC2=C(OC(=O)N2)C=C1,C7H4ClNO2,DB00356,Chlorzoxazone
CCC1(CCC(=O)NC1=O)C1=CC=C(N)C=C1,C13H16N2O2,DB00357,Aminoglutethimide
OC(C1CCCCN1)C1=CC(=NC2=C1C=CC=C2C(F)(F)F)C(F)(F)F,C17H16F6N2O,DB00358,Mefloquine
NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=N1,C10H10N4O2S,DB00359,Sulfadiazine
[H][C@@]1(CNC2=C(N1)C(=O)NC(N)=N2)[C@@H](O)[C@H](C)O,C9H15N5O3,DB00360,Sapropterin
[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@](CC)([C@@]13[H])[C@@]([H])(OC(C)=O)[C@]2(O)C(=O)OC)[C@]1(C[C@@]2([H])CN(CC(CC)=C2)CC2=C1NC1=CC=CC=C21)C(=O)OC,C45H54N4O8,DB00361,Vinorelbine
[H][C@]1(NC(=O)[C@@H](NC(=O)[C@@H]2C[C@@H](O)CN2C(=O)[C@@H](NC(=O)[C@H](C[C@@H](O)[C@@H](O)NC(=O)[C@@H]2[C@@H](O)[C@@H](C)CN2C1=O)NC(=O)C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=C(OCCCCC)C=C1)[C@@H](C)O)[C@H](O)[C@@H](O)C1=CC=C(O)C=C1)[C@@H](C)O,C58H73N7O17,DB00362,Anidulafungin
CN1CCN(CC1)C1=NC2=CC(Cl)=CC=C2NC2=CC=CC=C12,C18H19ClN4,DB00363,Clozapine
O.O[Al](O)O.O[Al](O)OS(=O)(=O)OC[C@H]1O[C@@](COS(=O)(=O)O[Al](O)O)(O[C@H]2O[C@H](COS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@H](OS(=O)(=O)O[Al](O)O)[C@H]2OS(=O)(=O)O[Al](O)O)[C@@H](OS(=O)(=O)O[Al](O)O)[C@@H]1OS(=O)(=O)O[Al](O)O,C12H35Al9O55S8,DB00364,Sucralfate
CC1CN(CCN1)C1=C(F)C(C)=C2C(=O)C(=CN(C3CC3)C2=C1)C(O)=O,C19H22FN3O3,DB00365,Grepafloxacin
CN(C)CCOC(C)(C1=CC=CC=C1)C1=CC=CC=N1,C17H22N2O,DB00366,Doxylamine
[H][C@@]12CC[C@@](O)(C#C)[C@@]1(CC)CC[C@]1([H])[C@@]3([H])CCC(=O)C=C3CC[C@@]21[H],C21H28O2,DB00367,Levonorgestrel
NC[C@H](O)C1=CC(O)=C(O)C=C1,C8H11NO3,DB00368,Norepinephrine
NC1=NC(=O)N(C[C@@H](CO)OCP(O)(O)=O)C=C1,C8H14N3O6P,DB00369,Cidofovir
CN1CCN2C(C1)C1=CC=CC=C1CC1=C2N=CC=C1,C17H19N3,DB00370,Mirtazapine
CCCC(C)(COC(N)=O)COC(N)=O,C9H18N2O4,DB00371,Meprobamate
CCSC1=CC2=C(SC3=CC=CC=C3N2CCCN2CCN(C)CC2)C=C1,C22H29N3S2,DB00372,Thiethylperazine
[H][C@](O)(CNC(C)(C)C)COC1=NSN=C1N1CCOCC1,C13H24N4O3S,DB00373,Timolol
[H][C@]12C[C@@H](O)[C@H](CC[C@@H](O)CCCCC)[C@@]1([H])CC1=C(C2)C(OCC(O)=O)=CC=C1,C23H34O5,DB00374,Treprostinil
OC(CCN1CCCCC1)(C1CCCCC1)C1=CC=CC=C1,C20H31NO,DB00376,Trihexyphenidyl
[H][C@]12CCCC3=C1C(=CC=C3)C(=O)N(C2)[C@@H]1CN2CCC1CC2,C19H24N2O,DB00377,Palonosetron
[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@]1([H])[C@@]2([H])C=CC2=CC(=O)CC[C@@]12C,C21H28O2,DB00378,Dydrogesterone
CC(N)COC1=C(C)C=CC=C1C,C11H17NO,DB00379,Mexiletine
C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,C11H16N4O4,DB00380,Dexrazoxane
CCOC(=O)C1=C(COCCN)NC(C)=C(C1C1=CC=CC=C1Cl)C(=O)OC,C20H25ClN2O5,DB00381,Amlodipine
NC1=C2CCCCC2=NC2=CC=CC=C12,C13H14N2,DB00382,Tacrine
CN1CCCN=C1COC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1,C20H28N2O3,DB00383,Oxyphencyclimine
NC1=NC(N)=C2N=C(C(N)=NC2=N1)C1=CC=CC=C1,C12H11N7,DB00384,Triamterene
[H][C@@]1(C[C@@](O)(CC2=C(O)C3=C(C(O)=C12)C(=O)C1=C(OC)C=CC=C1C3=O)C(=O)COC(=O)CCCC)O[C@H]1C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O1,C34H36F3NO13,DB00385,Valrubicin
OC(CCN1CCCC1)(C1CCCCC1)C1=CC=CC=C1,C19H29NO,DB00387,Procyclidine
CNC[C@H](O)C1=CC(O)=CC=C1,C9H13NO2,DB00388,Phenylephrine
CCOC(=O)N1C=CN(C)C1=S,C7H10N2O2S,DB00389,Carbimazole
[H][C@]12CC[C@]3([H])[C@]([H])(C[C@@H](O)[C@]4(C)[C@H](CC[C@]34O)C3=CC(=O)OC3)[C@@]1(C)CC[C@@H](C2)O[C@H]1C[C@H](O)[C@H](O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@@H](C)O1,C41H64O14,DB00390,Digoxin
CCN1CCCC1CNC(=O)C1=C(OC)C=CC(=C1)S(N)(=O)=O,C15H23N3O4S,DB00391,Sulpiride
CCN(CC)C(C)CN1C2=CC=CC=C2SC2=CC=CC=C12,C19H24N2S,DB00392,Profenamine
COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OC(C)C,C21H26N2O7,DB00393,Nimodipine
[H][C@@]12C[C@H](C)[C@](OC(=O)CC)(C(=O)COC(=O)CC)[C@@]1(C)C[C@H](O)[C@@]1(Cl)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,C28H37ClO7,DB00394,Beclomethasone dipropionate
CCCC(C)(COC(N)=O)COC(=O)NC(C)C,C12H24N2O4,DB00395,Carisoprodol
[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,C21H30O2,DB00396,Progesterone
CC(N)C(O)C1=CC=CC=C1,C9H13NO,DB00397,Phenylpropanolamine
CNC(=O)C1=NC=CC(OC2=CC=C(NC(=O)NC3=CC(=C(Cl)C=C3)C(F)(F)F)C=C2)=C1,C21H16ClF3N4O3,DB00398,Sorafenib
OC(CN1C=CN=C1)(P(O)(O)=O)P(O)(O)=O,C5H10N2O7P2,DB00399,Zoledronic acid
COC1=CC(OC)=C(Cl)C2=C1C(=O)[C@]1(O2)[C@H](C)CC(=O)C=C1OC,C17H17ClO6,DB00400,Griseofulvin
COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OCC(C)C,C20H24N2O6,DB00401,Nisoldipine
CN1CCN(CC1)C(=O)O[C@@H]1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1,C17H17ClN6O3,DB00402,Eszopiclone
[H][C@](NC(=O)[C@H](CC1=CC=C(OS(O)(=O)=O)C=C1)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]1CCC(=O)N1)([C@@H](C)O)C(=O)NCC(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC1=CC=CC=C1)C(N)=O,C58H73N13O21S2,DB00403,Ceruletide
CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12,C17H13ClN4,DB00404,Alprazolam
CN(C)CC[C@@H](C1=CC=C(Br)C=C1)C1=CC=CC=N1,C16H19BrN2,DB00405,Dexbrompheniramine
CN(C)C1=CC=C(C=C1)C(C1=CC=C(C=C1)N(C)C)=C1C=CC(C=C1)=[N+](C)C,C25H30N3,DB00406,Gentian violet cation
CN1CCN(CC1)C1=NC2=CC=CC=C2OC2=C1C=C(Cl)C=C2,C18H18ClN3O,DB00408,Loxapine
CCN1CCC[C@H]1CNC(=O)C1=C(OC)C=CC(Br)=C1OC,C16H23BrN2O3,DB00409,Remoxipride
C[C@H](O)[C@H](C)[C@@H]1O[C@H]1C[C@H]1CO[C@@H](C\C(C)=C\C(=O)OCCCCCCCCC(O)=O)[C@H](O)[C@@H]1O,C26H44O9,DB00410,Mupirocin
C[N+](C)(C)CCOC(N)=O,C6H15N2O2,DB00411,Carbamoylcholine
CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C1=CC=CC=N1,C18H19N3O3S,DB00412,Rosiglitazone
CCCN[C@H]1CCC2=C(C1)SC(N)=N2,C10H17N3S,DB00413,Pramipexole
CC(=O)C1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1,C15H20N2O4S,DB00414,Acetohexamide
[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O,C16H19N3O4S,DB00415,Ampicillin
[I-].[I-].[H][C@@]12CC3=CC=C(OC4=C5C(CC[N+](C)(C)[C@]5([H])CC5=CC(OC6=C(OC)C=C(CC[N+]1(C)C)C2=C6)=C(OC)C=C5)=CC(OC)=C4OC)C=C3,C40H48I2N2O6,DB00416,Metocurine iodide
[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)COC1=CC=CC=C1)C(O)=O,C16H18N2O5S,DB00417,Phenoxymethylpenicillin
CCCC(C)C1(CC=C)C(=O)NC(=O)NC1=O,C12H18N2O3,DB00418,Secobarbital
CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,C10H21NO4,DB00419,Miglustat
CN(C)CCCN1C2=CC=CC=C2SC2=CC=CC=C12,C17H20N2S,DB00420,Promazine
[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@]([H])(CC2=CC(=O)CC[C@]12C)SC(C)=O,C24H32O4S,DB00421,Spironolactone
COC(=O)C(C1CCCCN1)C1=CC=CC=C1,C14H19NO2,DB00422,Methylphenidate
COC1=C(OCC(O)COC(N)=O)C=CC=C1,C11H15NO5,DB00423,Methocarbamol
CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)[C@H](CO)C1=CC=CC=C1,C17H23NO3,DB00424,Hyoscyamine
CN(C)C(=O)CC1=C(N=C2C=CC(C)=CN12)C1=CC=C(C)C=C1,C19H21N3O,DB00425,Zolpidem
CC(=O)OCC(CCN1C=NC2=CN=C(N)N=C12)COC(C)=O,C14H19N5O4,DB00426,Famciclovir
CC1=CC=C(C=C1)C(=C/CN1CCCC1)\C1=CC=CC=N1,C19H22N2,DB00427,Triprolidine
CN(N=O)C(=O)N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O,C8H15N3O7,DB00428,Streptozocin
NC(CO)(CO)CO.CCCCC[C@](C)(O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O,C25H47NO8,DB00429,Carboprost tromethamine
[H][C@]12SCC(CSC3=NN=NN3C)=C(N1C(=O)[C@@]2([H])NC(=O)[C@H](NC(=O)C1=C(O)C=C(C)N=C1)C1=CC=C(O)C=C1)C(O)=O,C25H24N8O7S2,DB00430,Cefpiramide
Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@@H](Cl)[C@H](Cl)[C@H]1Cl,C6H6Cl6,DB00431,Lindane
OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(C(=O)NC1=O)C(F)(F)F,C10H11F3N2O5,DB00432,Trifluridine
CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1,C20H24ClN3S,DB00433,Prochlorperazine
CN1CCC(CC1)=C1C2=CC=CC=C2C=CC2=CC=CC=C12,C21H21N,DB00434,Cyproheptadine
[N]=O,NO,DB00435,Nitric Oxide
NS(=O)(=O)C1=CC2=C(NC(CC3=CC=CC=C3)NS2(=O)=O)C=C1C(F)(F)F,C15H14F3N3O4S2,DB00436,Bendroflumethiazide
OC1=NC=NC2=C1C=NN2,C5H4N4O,DB00437,Allopurinol
[O-]C(=O)C1=C(CS[C@]2([H])[C@H](NC(=O)C(=N/OC(C)(C)C(O)=O)\C3=CSC(N)=N3)C(=O)N12)C[N+]1=CC=CC=C1,C22H22N6O7S2,DB00438,Ceftazidime
COCC1=C(C2=CC=C(F)C=C2)C(\C=C\[C@@H](O)C[C@@H](O)CC(O)=O)=C(C(C)C)N=C1C(C)C,C26H34FNO5,DB00439,Cerivastatin
COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1OC,C14H18N4O3,DB00440,Trimethoprim
NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)C1(F)F,C9H11F2N3O4,DB00441,Gemcitabine
NC1=NC(=O)C2=C(N1)N(C=N2)[C@H]1C[C@H](O)[C@@H](CO)C1=C,C12H15N5O3,DB00442,Entecavir
[H][C@@]12C[C@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,C22H29FO5,DB00443,Betamethasone
[H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(O)C(OC)=C1)C1=C(C=C3OCOC3=C1)[C@H]2O[C@]1([H])O[C@]2([H])CO[C@H](O[C@@]2([H])[C@H](O)[C@H]1O)C1=CC=CS1,C32H32O13S,DB00444,Teniposide
COC1=CC=CC2=C1C(=O)C1=C(O)C3=C(C[C@](O)(C[C@@H]3O[C@H]3C[C@H](N)[C@@H](O)[C@H](C)O3)C(=O)CO)C(O)=C1C2=O,C27H29NO11,DB00445,Epirubicin
OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)C1=CC=C(C=C1)[N+]([O-])=O,C11H12Cl2N2O5,DB00446,Chloramphenicol
N[C@@H](C(=O)N[C@H]1[C@H]2CCC(Cl)=C(N2C1=O)C(O)=O)C1=CC=CC=C1,C16H16ClN3O4,DB00447,Loracarbef
CC1=C(OCC(F)(F)F)C=CN=C1CS(=O)C1=NC2=CC=CC=C2N1,C16H14F3N3O2S,DB00448,Lansoprazole
CNCC(O)C1=CC(OC(=O)C(C)(C)C)=C(OC(=O)C(C)(C)C)C=C1,C19H29NO5,DB00449,Dipivefrin
FC1=CC=C(C=C1)C(=O)CCCN1CCC(=CC1)N1C(=O)NC2=CC=CC=C12,C22H22FN3O2,DB00450,Droperidol
